text,adv_text,minimal_k
Alleged fake trades lead to indictments Federal indictments were unsealed yesterday accusing five former natural-gas traders at three Houston energy companies of reporting fake trades to industry publications.,Supposed fake trades lead to indictment Federal indictments were unsealed today accusing five former natural-gas traders at three Houston energy companies of reporting fakes trades to industry publications.,4.0
PeopleSoft Open to Oracle Bid -Director (Reuters) Reuters - A PeopleSoft Inc.  board\member told a Delaware court on Tuesday that the software maker\would consider a bid from its rival Oracle Corp. \provided the price was right and a deal closed quickly.,PeopleSoft Open to Oracle Bid -Director (Reuters) Reuters - A PeopleSoft Inc.  boards\member told a Delaware court on Tuesday that the software maker\would consider a bid from its rival Oracle Corp. \provided the price was right and a dealing shutdown forthwith.,4.0
"Poland Based Pirate Ring Collared A world wide ring of pirates based around five Poles has been penetrated by police. A spokesperson for the Polish cyber cops have told Reuters that it had wound up an organised group, involving more than 100 ","Poland Based Pirate Ring Collared A world wide ring of pirates based approximately five Poles has been penetrated by policia. A spokesperson for the Polish cyber lapd have told Reuters that it had wound up an convene group, involving more than 100 ",4.0
WENGER LET DOWN BY GUNNERS DRAW Arsenal manager Arsene Wenger felt his side were too cautious after a disappointing 1-1 draw away to Norwegian side Rosenborg in the Champions League.,WENGER ALLOWING DOWN PARAS GUNNERS DRAW Arsenal manager Arsene Wenger felt his side were too scrupulous afterward a disappointing 1-1 draw away to Norwegian side Rosenborg in the Champions League.,4.0
"Digital Agenda: Homeland Security The homeland security boom is funneling billions of dollars to antiterror tech makers, problems with accountability and coordination. A News.com special series.","Digital Agenda: Homeland Guaranteeing The homeland security boom is funneling billions of dollars to antiterror tech makers, problems with accountability and coordination. A News.coms singular serial.",4.0
"Virgin axes route as fuel soars VIRGIN Blue will dump its Sydney to Canberra service from the beginning of next month, blaming a Qantas stranglehold on government travel and poor bookings.","Virgin axle route as fuel soars VIRGO Blue volition shithole its Sydney to Canberra service from the beginning of next month, blaming a Qantas stranglehold on government travel and poor bookings.",4.0
"Retail Sales Increase, Autos Lose Luster (AP) AP - Consumers lost a little of their enthusiasm for auto purchases last month but spent like mad in a number of other areas including clothing and gasoline, the Commerce Department reported Friday.","Retail Sales Increase, Motor Lost Gloria (AP) AP - Consumers lost une little of their enthusiasm for auto purchases last month but spent like mad in a number of other areas including clothing and gasoline, the Commerce Department reported Friday.",4.0
"Goodyear Sees Profit; Stock Up Goodyear Tire  amp; Rubber Co. (GT.N: Quote, Profile, Research) , the largest US tiremaker, on Friday said it would report a third-quarter profit, reversing a year-earlier loss ","Goodyear Sees Profit; Stock Up Goodyear Tire  amp; Rubber Co. (GT.N: Quote, Profile, Research) , the largest US tiremaker, on Friday said it would report una third-quarter earn, converse a year-earlier losses ",4.0
"Salvation Army must  #39;target #39; other kettles Officials at The Salvation Army in Bloomington wonder if this Christmas still will be a golden one. The agency, which counts on holiday collections to help fund its services ","Salvation Army must  #39;target #39; other kettles Officer at The Salvation Army in Bloomington wonder if this Christmas still will be a golden one. The bodies, which counts regarding holiday collections to aid fund its services ",4.0
"New Atlas Shows Fast Pace of Changing World (Reuters) Reuters - From new place names, shrinking seas\and terror attacks to soaring Internet usage, the world is\changing at a more rapid pace than in previous decades, says","New Atlas Demonstrate Speedy Pace of Changing World (Reuters) Reuters - From new place names, shrinking seas\and terror attacks to soaring Internet usage, the world is\changing at a more rapid pace than in yesteryear decades, stated",4.0
"Iran sees 50 pct chance of nuclear compromise Iran is ready to walk out of nuclear talks with the European Union and face the UN Security Council if the EU insists on demanding Tehran scrap uranium enrichment, a senior Iran security official says.","Iran sees 50 pct opportunity of nuclear compromise Iran is lending to walk outward of nuclear talks with the European Union and face the UN Security Council if the EU insists on demanding Tehran scrap uranium enrichment, a senior Iran security official contends.",4.0
"UPDATE 2-Lehman Brothers profit up 22 pct, shares rise US investment bank Lehman Brothers Holdings Inc. (LEH.N: Quote, Profile, Research) on Wednesday said fourth-quarter profit rose 22 percent on continued strength from fixed-income ","UPDATE 2-Lehman Sibling gains upwards 22 pct, shares rise US investment bank Lehman Brothers Holdings Inc. (LEH.N: Quote, Profile, Research) on Wednesday said fourth-quarter profit augmentation 22 percent on continued strength from fixed-income ",4.0
"IBM to sell computer unit, in talks with China #39;s Lenovo NEW YORK, New York, United States of America -- International Business Machines (IBM) Corp has put its computer business up for sale, the New York Times said Friday, quoting people close to negotiations.","IBM to sell computer unit, in talks with China #39;s Lenovo NEW YORK, New York, United States of America -- International Business Machines (IBM) Corp has mise its computer business up for sale, the New York Times told Friday, quoting people closes to conversations.",4.0
"Dow Jones To Pay \$519 Million for MarketWatch Dow Jones won out over a list of competing media bidders to gain control of MarketWatch with its \$18-a-share offer. If the buy is approved by shareholders, Dow Jones will gain a valuable foothold in the fast ","Dow Jones To Pay \$519 Trillion for MarketWatch Dow Jones won out over a list of competing media bidders to gain control of MarketWatch with its \$18-a-share offer. Unless the buy is approved by shareholders, Dow Jones will earn una valuable foothold in the fast ",4.0
"Ward, Pujols, Jones Put Up Big Numbers (AP) AP - Daryle Ward, Albert Pujols and Chipper Jones had big nights at the plate at the expense of National League pitchers.","Ward, Pujols, Jones Put Up Big Numbers (AP) AP - Daryle Ward, Albert Pujols and Chipper Jones took considerable noches at the plate at the expenses of National League pitchers.",4.0
"Desperate Haitians await flood relief Haitians struggle to grasp a tin of food as a shipment of aid arrives in Gonaives, five days after floods inundated the city. Photo: AFP.","Desperate Haitians hoping floods socorro Haitians struggle of grasp a tin of food as a shipment of aid arrives in Gonaives, five days after floods inundated the city. Photo: AFP.",4.0
"Group will fight IM threats with honeypots IMlogic and other security vendors announced a consortium Tuesday to fight IM and P-to-P (peer-to-peer) viruses, worms and unwanted spam.","Grouped willingness fight IM threats avec honeypots IMlogic and other security vendors announced a consortium Tuesday to kampf IM and P-to-P (peer-to-peer) viruses, worms and unwanted spam.",4.0
"Wine Case Goes to High Court Ann Heidig fulfilled a dream when she started her own winery in Central Virginia. She produces only 5,000 cases of wine a year -oo few to attract a wholesale ","Wine Case Goes to High Court Ann Heidig met a dream when she started her own winery in Central Virginia. She generated merely 5,000 cases of wine a year -oo meagre to attract a wholesale ",4.0
"Save money when you hit the links on the Grand Strand EAST RUTHERFORD, NJ  While Chad Pennington #39;s return from a strained right rotator cuff was far from perfect, Curtis Martin was stellar yet again.","Save money when you hit the links on the Grand Strand EAST RUTHERFORD, NJ  Albeit Chad Ning #39;s return from a strained right rotator cuff was far from perfect, Curtis Martin was stellar even yet.",4.0
"Treasury Yields Hit 5-Month Lows (Reuters) Reuters - U.S. benchmark Treasuries yields broke\beneath 4.0 percent on Wednesday for the first time in\five-months, driven in part by a jump in oil prices and a slide\in equities.","Treasury Performance Hit 5-Month Hollows (Reuters) Reuters - U.S. benchmark Treasuries yields shattered\under 4.0 percent on Wednesday for the first time in\five-months, driven in part by a jump in oil prices and a slide\in equities.",4.0
"Israel inflicts heavy losses JERUSALEM A UN agency says Israel #39;s recent offensive in northern Gaza has killed 107 Palestinians, left nearly 700 homeless and caused more than three (m) million dollars in property damage.","Israel inflicts fraught losses JERUSALEM A UN agency says Israel #39;s recent offensive in northern Gaza has killed 107 Palestinians, left nearly 700 homeless and induced more than trois (m) million dollars in property damages.",4.0
"Bush Boosts Presidential Pomp in Election (AP) AP - It starts on the South Lawn, where a white-gloved Marine snaps a morning salute to President Bush as he strides toward his helicopter. Minutes later, the president turns to wave from the doorway of Air Force One.","Bush Boosts Presidential Pomp in Election (AP) AP - It starts on the South Lawn, where a white-gloved Marine snaps a morning salute to President Bush as he strides toward his helicopter. Minutes later, nova president revolves for brandishing from the doorway of Air Force One.",4.0
"Thomson to Back Both Blu-ray and HD-DVD Company, one of the core backers of Blu-ray, will also support its rival format.","Thompson to Backwards Both Blu-ray and HD-DVD Company, one of the core backers of Blu-ray, will apart support its adversary format.",4.0
HENMAN WARY OF LJUBICIC #39;S POWER Tim Henman is well aware of the potential damage which his next opponent Ivan Ljubicic could cause in the third round of the Madrid Masters Series.,HENMAN CAUTIOUS OF LJUBICIC #39;S POWER Tim Henman exists alright conscientious of the potential damage which his next opponent Ivan Ljubicic could cause in the third round of the Madrid Masters Series.,4.0
"Cisco targets SMBs with VoIP-friendly routers Tomorrow Cisco Systems Inc. will announce an upgrade to its small business and branch office line of routers, incorporating more processing speed and a raft of new features.","Cisco fates SMBs with VoIP-friendly routers Tomorrow Cisco Systems Inc. gonna declare an upgrade to its small business and branch office line of routers, incorporating more processing speed and a raft to new features.",4.0
"Blair, Musharraf to hold talks over terrorism Pakistani President Gen. Pervez Musharraf, who flew into London on Sunday, is due to discuss with British Prime Minister Tony Blair over terrorism, trade and the situation in Afghanistan and Kashmir on Monday.","Blair, Musharraf of hold debating over terrorism Pakistani President Gen. Pervez Musharraf, who flew into London on Sundays, is due to discuss with British Prime Minister Tony Blair over terrorism, trade and the situation in Afghanistan and Kashmir on Sunday.",4.0
Nepal rejects UN mediation Nepalese Prime Minister has rejected the UN offer of mediating in talks with Maoist rebels. But Sher Bahadur Deuba has not ruled out an expanded role for India to resolve the conflict in the Himalayan kingdom.,Nepal denial UN mediation Nepalese Prime Minister has disbelieve the UN offer of mediating in talks with Maoist rebels. But Sher Bahadur Deuba have nos ruled out an expanded role for India to resolve the conflict in the Himalayan kingdom.,4.0
"Sears Canada fires top exec -- parent #39;s CFO takes over as chair Sears Canada fired its top executive Thursday over what it characterized as  #39; #39;strategic differences #39; #39; and enlisted the chief financial officer of parent company Sears, Roebuck Co.","Sears Canada blazes top exec -- parent #39;s CFO takes over because president Sears Canada pulled its top executive Thursday over what it characterized as  #39; #39;strategic differences #39; #39; and enlisted the chief financial officer of parent company Sears, Roebuck Co.",4.0
Sri Lanka batsman fined as Pakistan tie series Sri Lanka #39;s Kumar Sangakkara has been fined 30 of his match fee for showing dissent during the fourth day of the second Test against Pakistan in Karachi.,Sri Lance drummer fined as Pakistan link serial Sri Lanka #39;s Kumar Sangakkara has been fined 30 of his match fee for showing dissent during the fourth day of the second Test against Pakistan in Karachi.,4.0
"Buy Now, Buy Often, but Make a Good Deal The glass doors to the Anaheim Marriott opened into a spacious lobby that was calm early on Thursday afternoon. All but one of the plush chairs near the entrance was ","Buy Now, Buy Often, but Make a Good Deal The glass doors to the Anaheim Marriott opened into a spacious lobby that was calm early on Thursday afternoon. Everything but one of the plush presided tightest the entrance became ",4.0
"Homeowners can click to check flood risk LONDON - People in England and Wales can now discover at the click of a mouse whether they are living in areas liable to flooding, the Environment Agency says.","Possessor can linc to check flood risk LONDON - People in England and Wales can henceforth discover at the click of a mouse whether they are living in areas liable to flooding, the Environment Agency stated.",4.0
"Smyth Nets Twice as Canada Routs Slovakia Adam Foote added a pair of assists for Canada, who improved to 2-0 in the tournament while handing Slovakia a loss in its first game of the eight-nation event.","Smyth Network Twice as Canada Routs Slovakia Adam Foote addendum a pair of succour for Canada, who improved to 2-0 in the tournament while handing Slovakia a loss in its prima game of the eight-nation event.",4.0
"Cendant offers \$1bn for Orbitz Travel company Cendant, the owner of Avis and Budget car hire firms, is in advanced talks to buy travel website Orbitz for \$1bn. Orbitz was started by five US airlines in 2000 and floated on Nasdaq for \$300m in December 2003.","Cendant offers \$1bn for Orbitz Travel company Cendant, the owner of Avis and Budget car hire firms, is in advanced talks to buy travel website Orbitz under \$1bn. Orbitz was startup per five US airways in 2000 and floated on Nasdaq for \$300m in December 2003.",4.0
"Eisner Continues Defense of Hiring, Firing GEORGETOWN, Del., Nov. 18 -- When Walt Disney Co. chief executive Michael D. Eisner and Disney President Michael S. Ovitz appeared on ""Larry King Live"" on Sept. 30, 1996, their corporate partnership was dissolving into an acrimonious disaster.","Eisner Continues Defense of Employ, Firing GEORGETOWN, Del., Nov. 18 -- Kai Walt Disney Co. chief executive Michael D. Eisner and Disney President Michael S. Ovitz appeared on ""Larry King Live"" on Sept. 30, 1996, their corporate partnership es disintegration into an acrimonious disaster.",4.0
"US soldier jailed for Abu Ghraib atrocities A military judge jailed a US army sergeant to eight years in prison for sexually and physically abusing Iraqi prisoners. The sentence for Staff Sergeant Ivan  #39;Chip #39; Frederick, 38, is by far the toughest of ","US soldier jailed for Abu Ghraib atrocities A military judge jailed a US army sergeant to eight years in prison for sexually and physically abusing Iraqi prisoners. De condemnation for Staff Sergeant Ivan  #39;Chip #39; Frederick, 38, is by far nova toughest de ",4.0
Boffins develop flowering mobile phone Researchers at Warwick University have developed a biodegradable mobile phone case containing a seed that flowers when planted. The case is made of a new type of polymer that when buried will start to break down within two weeks.,Boffins develop flowering mobile phone Researchers at Warwick University have developed a biodegradable mobile phone case containing a seed that flowers when planted. The case is made of a new type of polymer that everytime bury willingness start to shatter down within two weeks.,4.0
"Global Chip Plant Use Falls as Slowdown Seen  TOKYO (Reuters) - The utilization rate of the world's chip  factories fell in July-September from the previous quarter, the  first decline in almost two years and the latest evidence of a  slowdown in the semiconductor sector.","Global Chip Vegetation Use Falls as Slowdown Observed  TOKYO (Reuters) - The utilization rate of the world's chip  factories fell in July-September from the previous quarter, the  first decline in almost two years and the latest evidence of una  slow in the semiconductor sector.",4.0
EU settles antitrust case with Coke Coca-Cola Co. has agreed to change sales practices that helped it win roughly half of the soft-drink market in Europe. The agreement is part of a settlement of a long-running antitrust investigation by the European Union.,EU settles antitrust case with Coke Coca-Cola Co. has agreed to change sales practices that helped it win roughly half of the soft-drink market in Europe. The agreement is fractions to una settlement of a long-running antitrust probing by the European Union.,4.0
"Probe questions account given by British former home secretary in visa row (AFP) AFP - An official inquiry will show that former British home secretary David Blunkett originally gave a misleading account in the case of a visa application for his former lover's nanny, a newspaper said.","Sounding topics account given by British former home secretary in visa row (AFP) AFP - An official inquiry will show that former British home secretary David Blunkett originally gave una misleading account in the case of a visa application for his former lover's nanny, a newspaper affirmed.",4.0
"Kansas City Chiefs JACKSONVILLE, Florida (Ticker) -- Showing poise well beyond his years, Byron Leftwich once again carried the Jacksonville Jaguars to a last-second victory.","Kansas City Heads TAMPA, Florida (Ticker) -- Showing poise well beyond his years, Byron Leftwich once again brought the Jacksonville Jaguars to a last-second sieg.",4.0
"Chile's Pinochet Hospitalized with Infection  SANTIAGO, Chile (Reuters) - Former Chilean dictator Augusto  Pinochet was hospitalized in Santiago on Wednesday with acute  respiratory infection.","Chile's Pinochet Hospitalized with Infection  SANTIAGO, Chile (Reuters) - Preceding Chilean dictator Augusto  Pinochet stood hospitalized in Santiago on Wednesday with acute  pulmonary contagion.",4.0
Oil futures pass \$55 US for first time WASHINGTON -- Oil futures prices surged to new heights above \$55 US a barrel yesterday as concerns about the global supply of heating oil persist ahead of winter.,Oil forthcoming pass \$55 US for first time WASHINGTON -- Oil futures prices leaped for newer heights above \$55 US a barrel yesterday as concerns about the global supply of heating oil persist ahead of winter.,4.0
"Savor Beltran while he #39;s hot HOUSTON -- The attitude of every team in the postseason is: concentrate on today and let tomorrow take care of itself. That would be a good strategy for baseball-watchers, too, especially when they watch Carlos Beltran.","Savor Beltran whereas he #39;s hot HOUSTON -- The attitude of every team in the postseason is: concentrate on today and let tomorrow take care of itself. That would be a good strategy for baseball-watchers, zu, especially when ils watch Carlos Duran.",4.0
"PLO chief to meet all Palestinian groups PLO leader Mahmud Abbas is due to hold separate meetings with representatives from the Palestinian security services and 13 main factions, officials said.","PLO chief to meet all Israeli clusters PLO leader Mahmud Abbas is due to hold isolated meetings with representatives from the Palestinian security services and 13 main factions, officials asserted.",4.0
"Chile Cuts Emissions, Helps Japan, Canada Pig manure in Chile will keep neon lights glowing on Tokyo's Ginza in years to come. It's a grand north-south tradeoff to slow global warming: You reduce your ""greenhouse gas"" emissions so I don't have to cut back on mine.","Chile Cuts Emissions, Helps Japan, Canada Pig manure in Chile will keep neon lights glowing on Tokyo's Ginza in years to come. It's a grand north-south tradeoff to slow global warming: Vous shrunk uour ""greenhouse gas"" emissions even I don't have to cut back on mine.",4.0
Kenyan sues over 'HIV sacking' A woman is allowed to bring Kenya's first lawsuit for alleged discrimination for being HIV positive.,Kenyan sues over 'HIV sacking' A lady is enabled to bring Kenya's upfront instance for alleged discrimination for being HIV positive.,4.0
Oil Surges Over \$48 After Supply Drop  NEW YORK (Reuters) - Oil prices climbed to within a dollar  of a new record on Wednesday after the U.S. government reported  a big decline in oil stockpiles because of disruptions from  Hurricane Ivan.,Oil Surges Over \$48 After Providing Drop  NEW YORK (Reuters) - Oil prices rises to within a dollar  of a new record on Wednesday after the U.S. government reported  a big autumn in oil stockpiled because of disruptions from  Hurricane Ivan.,4.0
"Al-Sadr Militants Trade Arms For Cash Baghdad, Iraq Residents of Baghdad #39;s Sadr City district slowly began to turn in weapons Monday, the first step in a process that US and Iraqi officials hope will lead to a permanent end to fighting in the insurgent-controlled slum.","Al-Sadr Militants Trade Arms During Cash Baghdad, Iraq Residents of Baghdad #39;s Sadr City district slowly began to turn in weapons Monday, the first step in a process that US and Iraqi officials hope will lead to a undying discontinue to hostilities in the insurgent-controlled slum.",4.0
"Martin defends record in year-end interviews Prime Minister Paul Martin was eager to touch on a number of issues, from missile defence to taxes to same-sex marriage, when he sat down for his annual year-end interview on Tuesday.","Martin defends registers onto year-end interviews Prime Minister Paul Martin was eager of touch on a number of issues, from missile defence to taxes to same-sex marriage, when he sat down for his annual year-end interviewing on Tuesday.",4.0
Cell phone batteries: Avoid getting burned Manufacturers and consumer advocates offer a handful of precautions to lessen the chance of a meltdown.,Cell phone batteries: Avoid getting burned Manufacturers and consumer advocates furnishes a doorknob of precautions of declining the chance of a meltdown.,4.0
"E-voting: Can it be trusted? com October 28, 2004, 1:15 PM PT. This priority retains its ranking at number five as more and more companies deploy Web Services to share business logic, data and processes with each other and with clients.","E-voting: Can it be trusted? com October 28, 2004, 1:15 PM PT. Cette priority preserve its classifications onto number five as more and more companies deploy Web Services to share business logic, data and processes with each other and with clients.",4.0
Comcast gets option on TW Cable NEW YORK (CBS.MW) -- Comcast said Monday that it has an option to cut its stake in Time Warner Cable to 17 percent from 21 percent in exchange for stock in a unit that will hold cable-television systems and cash.,Comcast gets surrogate onto TW Ropes NEW YORK (CBS.MW) -- Comcast said Monday that it possesses an option to cut its stake in Time Warner Cable to 17 percent from 21 percent in exchange for stock in a unit that will hold cable-television systems and cash.,4.0
"Oil Down as Supply Fears Ease, Funds Exit  LONDON (Reuters) - Oil prices fell further from record  highs on Monday as easing concern about winter supplies  prompted big-money hedge funds to switch money away from oil  and into other financial markets.","Oil Ashore as Supply Fears Ease, Funds Exit  LONDON (Reuters) - Oil prices fell further from record  highs on Monday as mitigate concern about winter supplies  prompted big-money hedge funds pour switch money away from oil  and onto other financial markets.",4.0
"Timeline of past 25 years in Afghanistan 1979: The Soviet Union sends troops into Afghanistan to support a pro-Moscow regime, sparking a decade-long war with anti-communist forces supplied and trained by the United States.","Timeline del elapsed 25 yrs in Afghanis 1979: The Soviet Union sends troops into Afghanistan to support a pro-Moscow regime, sparking a decade-long war with anti-communist forces supplied and trained by the United States.",4.0
COE PLANS SCOTS VISIT London 2012 Olympic bid chairman Sebastian Coe will visit Scotland next month to discuss the benefits of helping to stage the Games with the Scottish Executive.,COE PROGRAMMES SCOT VISITED London 2012 Olympic bid chairman Sebastian Coe will visit Scotland next month to discuss the profits of helping to stage the Games with the Scottish Executive.,4.0
"ATHENS OLYMPIC 2004 / El Guerrouj grabs 2nd gold, place in history &lt;b&gt;...&lt;/b&gt; Two days ago, before he would add another chapter to his legendary tale, Hicham El Guerrouj received a message from a friend in France.","ATHENS OLYMPIC 2004 / El Guerrouj grabs 2nd gold, place in history &lt;b&gt;...&lt;/b&gt; Two days ago, before he would add latest chapter to his proverbial history, Hicham El Guerrouj received a message from a friend onto France.",4.0
"Najaf battle a crucial test for Allawi Clashes between US troops and Sadr militiamen escalated Thursday, as the US surrounded Najaf for possible siege.","Najaf battle a crucial test for Allawi Clashes between US troops and Sadr militiamen escalated Thursday, as the NOUS cordoned Najaf per reachable siege.",4.0
"Not just bigger, it #39;s the best When it was revealed developer Rockstar Games #39; Grand Theft Auto: San Andreas would be three times larger than the previously epic GTA: Vice City, I cringed.","Neither len larger, it #39;s the best When it was revealed developer Rockstar Games #39; Grand Theft Auto: San Andreas would be three times larger than the earlier epic GTA: Vice City, I cringed.",4.0
"Two Soldiers Attached To 1st Cav Charged With Murder Staff Sgt. Johnny Horne, Jr., and Staff Sgt. Cardenas Alban have been charged with murder in the death of an Iraqi, the 1st Cavalry Division announced Monday.","Two Soldiers Attached To 1st Cav Charged With Assassinating Staff Sgt. Johnny Horne, Jr., and Staff Sgt. Cardenas Alban have been charged with kill in the death of an Iraqi, the 1st Cavalry Division announces Today.",4.0
Bayern seeks to bounce back at Juventus Bayern Munich need to shrug off their surprise Bundesliga defeat at the weekend when they face Juventus in a mouth-watering Champions League showdown on Tuesday.,Bayern seek pour bounce back en Juventus Bayern Munich requirements to shrug off their surprise Bundesliga defeat at the weekend when they face Juventus in a mouth-watering Champions League showdown on Tuesday.,4.0
"Navy #39;s main foe is Army, but beating Notre Dame may be more &lt;b&gt;...&lt;/b&gt; You can #39;t blame Navy fullback Kyle Eckel for saying the Midshipmen #39;s game Saturday with Notre Dame is more important to the players than the annual intraservice bloodletting with Army.","Navy #39;s main foe is Army, but beating Notre Dame may be anymore &lt;b&gt;...&lt;/b&gt; You can #39;t culpability Marine fullback Kyle Eckel onto saying the Midshipmen #39;s game Saturday with Notre Dame is more important to the players than the annual intraservice bloodletting with Army.",4.0
"Ogden injures knee Baltimore All-Pro tackle Jonathan Ogden sprained his left knee late in the first quarter of the Ravens' 27-17 win over the New York Giants last night in East Rutherford, N.J., and was helped from the field.","Ogden lesions lap Cincinnati All-Pro tackle Jonathan Ogden sprained his left knee late in the first quarter of the Ravens' 27-17 win over the New York Giants last night in East Rutherford, N.J., and was succour from the field.",4.0
"Suicide attack kills 13 near Baghdad Green Zone Smoke rises from a spot where a car bomb exploded in Baghdad, Iraq, December 13. A suicide bomber killed 13 people in an attack Monday near to the heavily fortified Green Zone in central Baghdad.","Suicide attack kills 13 near Baghdad Green Zone Smoke rises from a spot where a car bomb exploded in Baghdad, Iraq, December 13. A kamikaze bomber dies 13 people in an attack Today near to the heavily fortified Verte Zone in central Baghdad.",4.0
"U.S.-Led Forces Widen Control in Rebel Iraqi City  SAMARRA, Iraq (Reuters) - U.S. and Iraqi forces tightened  their grip on the rebel stronghold of Samarra on Saturday with  one of the largest offensives since the fall of Saddam Hussein.","U.S.-Resulted Forces Widen Verifying in Rebel Iraqi City  SAMARRA, Iraq (Reuters) - U.S. and Iraqi forces tightened  their grip on the rebel stronghold of Samarra on Saturday with  one of the widest offensives since to fall of Saddam Hussein.",4.0
"Vote Audit Confirms Chavez Recall Win Fair-Official (Reuters) Reuters - An audit done by\international observers has confirmed that President Hugo\Chavez beat a recall referendum and that the vote was fair, an\electoral council official said on Saturday.","Vote Inspection Confirms Martinez Recalled Win Fair-Official (Reuters) Reuters - An audit done by\international observation has confirmed that President Hugo\Chavez beat a recall referendum and that the vote was fair, an\electoral council official said on Saturday.",4.0
Halo 2 for Xbox HALO 2 has shipped and it is now very clear which game is will dominate the Xbox this silly season. Bungie #39;s latest is a real winner.,Halo 2 for Xbox HALO 2 has sent and it is ora very clear which game is will dominate the Xbox this silly season. Bungie #39;s latest is une real winning.,4.0
"Salvation Army ready to ring in cash Equipped with bells and the familiar red kettles, local Salvation Army volunteers and clients will hit the streets this weekend for the agency #39;s annual kettle campaign.","Heil Army lending to ring for cash Equipped with bells and the familiar red kettles, local Salvation Army volunteers and clients will hit the streets this weekend for the agency #39;s annual cauldron campaign.",4.0
Ichiro Closes on Sisler's Hit Record (Reuters) Reuters - Japan's Ichiro Suzuki\is poised to break one of the oldest records in major league\baseball.,Ichiro Closing on Sisler's Hit Record (Reuters) Reuters - Japan's Ichiro Suzuki\exists poised de intermission one of the oldest records in major league\baseball.,4.0
Vikings Sack Texans 34-28 in Overtime (AP) AP - The upstart Houston Texans proved they're never out of any game. The Minnesota Vikings and quarterback Daunte Culpepper showed them what it takes to close one out.,Vikings Sack Jaguars 34-28 in Overtime (AP) AP - The upstart Houston Texans proved they're nunca out of any game. To Minnesota Vikings and quarterback Daunte Culpepper indicated them what it takes to close one out.,4.0
"Jos. A. Bank Settles Probe Of Sales Ads Men #39;s apparel seller Jos. A. Bank Clothiers Inc. has agreed to pay \$475,000 to settle an investigation by New York Attorney General Eliot L. Spitzer, who accused the company of using deceptive ","Jos. A. Bank Solves Probe Of Sales Ads Mens #39;s apparel seller Jos. A. Bank Clothiers Inc. has agreed to pay \$475,000 to settle an investigation by New York Attorney General Eliot L. Spitzer, who impeached the company of using fake ",4.0
Pakistan on back foot in four dayer (AFP) AFP - Pakistan was still struggling at lunch on the second day of their four-day tour match against Western Australia here despite claiming two wickets in the morning session.,Pakistan sobre back foot during four dayer (AFP) AFP - Pakistan was encore fight at lunch on the second day of their four-day tour match against Western Australia here despite claiming two wickets in the morning session.,4.0
"Beijing undergoing biggest changes in 800 years for Olympic Games BEIJING : Beijing is in the midst of a dizzying architectural transformation aimed at creating a modern, high-tech metropolis by 2008 when the Chinese capital will have its moment in the Olympic spotlight.","Beijing undergoing biggest changes in 800 years for Olympic Games BEIJING : Beijing is in nova midst of a dizzying architectural transformation aimed at creating a modern, high-tech metropolis by 2008 when nova Chinese capital will have its moment in nova Olympic focusing.",4.0
"Owens Gets a Little Too Funky Wide receiver Terrell Owens said he had a few end-zone celebrations prepared for Sunday #39;s game against the team he shunned in the offseason, the Baltimore Ravens.","Owens Attains une Minimal Too Funky Wide receiver Terrell Owens avowed he had a few end-zone celebrations prepared for Sunday #39;s game against the team he shunned in the offseason, the Baltimore Ravens.",4.0
"Rams pick right option KINGSTON, R.I. -- The University of Rhode Island's 27-24 victory over the University of Massachusetts yesterday at Meade Stadium was the sort of game the 4,376 on hand for Homecoming Day could savor.","Rams taken right alternate KINGSTON, R.I. -- The University of Rhode Island's 27-24 victory over the University of Massachusetts yesterday at Meade Stadium was to sort of game the 4,376 on hand for Homecoming Day could savour.",4.0
"One Stop India News Resource on the Web New Delhi, Oct 24 : Myanmar #39;s military strongman Than Shwe arrived here Sunday on a six-day visit to India, a country that sees  quot;strategic compulsions quot; in warming up to its eastern neighbour after years of alienation.","One Halt India News Resource on the Web New Delhi, Oct 24 : Myanmar #39;s military strongman Than Shwe arrived here Sunday on a six-day visit to India, a country that sees  quot;strategic compulsions quot; in heating upwards to its southeastern neighbour after years of alienation.",4.0
UConn passes first test Dan Orlovsky threw for 382 yards and tied his school record with five touchdown passes to lead Connecticut to a 52-14 win over Murray State yesterday in East Hartford.,UConn passes first proof Dan Orlovsky jettisoned pour 382 yards and tied his school record with five touchdown passes to lead Connecticut to a 52-14 triomphe over Murray State yesterday in East Hartford.,4.0
"Maker of Palm Software to Unveil Operating System for Smart Phones PalmSource is set to announce its first operat- ing system for smart phones, with applications typically found on desktop computers.","Maker of Palm Software to Unveil Operating System for Smart Phones PalmSource is set to announce its first operat- ing system for termite phones, with requisitioning typically identified onto desktop computers.",4.0
"His fire still burning CARSON, Calif. -- Peter Nowak has played in two MLS Cups. He liked the first a lot better.","His fire still burning CARSON, Calif. -- Peter Nowak has played in two MLS Cups. He rained to prima una lot better.",4.0
Red Hat big wig attacks Sun A RED HAT vice president has slammed Sun for refusing to open source its Java code and hanging on like grim death to its patents. The bone of contention is the April agreement between Sun and Microsoft.,Red Hat big wig attacks Sun A RED HAT vice president has slammed Soleil for refusing to open source its Java code and hanging on like grim death to its patents. The bone of affirmation is nova April concur between Sun and Microsoft.,4.0
